,元大巴西指數基金,元大商品指數期貨基金,元大標普500單日反向1倍基金,元大華夏中小基金,元大新中國基金-人民幣,元大新中國基金-新台幣,元大滬深300單日正向2倍基金,元大中國平衡基金-新台幣,元大新中國基金-美元,元大標智滬深300基金,元大上證50基金,元大台灣50單日反向1倍基金,元大亞太成長基金,元大全球公用能源效率基金-配息型,元大大中華價值指數基金-人民幣,元大全球公用能源效率基金-不配息型,元大中國平衡基金-人民幣,元大全球新興市場精選組合基金,元大美元貨幣市場基金-新台幣,元大大中華價值指數基金-新台幣,元大台商收成基金,元大大中華TMT基金-人民幣,元大新興亞洲基金,元大大中華TMT基金-新台幣,元大大中華價值指數基金-美元,元大高科技基金,元大台灣高股息基金,元大中國機會債券基金-人民幣（A）不配息,元大中國機會債券基金-人民幣（B）配息,元大卓越基金,元大巴菲特基金,元大新興印尼機會債券基金-人民幣,元大人民幣貨幣市場基金-人民幣,元大美元貨幣市場基金-美元,元大萬泰貨幣市場基金,元大得利貨幣市場基金,元大得寶貨幣市場基金,元大印度指數基金,元大中國機會債券基金-新台幣,元大亞太政府公債指數基金（A）-不配息型,元大亞太政府公債指數基金（B）-配息型,元大台灣中型100基金,元大新興印尼機會債券基金-新台幣配息,元大新興印尼機會債券基金-新台幣不配息,元大印度基金,元大人民幣貨幣市場基金-新台幣,元大台灣金融基金,元大經貿基金,元大台灣電子科技基金,元大多福基金,元大新興印尼機會債券基金-美金,元大台灣加權股價指數基金,元大台灣卓越50基金,元大摩臺基金,元大滬深300單日反向1倍基金,元大全球ETF穩健組合基金,元大富櫃50基金,元大2001基金,元大標普高盛原油ER指數股票型期貨信託基金,元大店頭基金,元大全球股票入息基金-美元配息,元大黃金期貨基金,元大全球股票入息基金-新台幣不配息,元大全球ETF成長組合基金,元大全球不動產證券化基金-人民幣,元大多多基金,元大全球股票入息基金-新台幣配息,元大新主流基金,元大全球不動產證券化基金-美元,元大全球地產建設入息基金-配息型,元大全球不動產證券化基金（A）-不配息型,元大全球地產建設入息基金-不配息型,元大標普500基金,元大全球不動產證券化基金（B）-配息型,元大全球農業商機基金,元大台灣50單日正向2倍基金,元大印尼指數基金,元大標普500單日正向2倍基金
2019-01-15,6.957,4.621,13.97,6.26,8.15,7.72,11.62,12.53,7.758,15.09,27.37,13.1,8.7,6.39,12.64,8.42,2.76,12.86,9.6772,16.22,20.04,9.82,10.49,8.88,12.023,17.09,24.24,10.5616,9.6977,41.1,24.37,10.2496,11.5557,10.3535,15.1293,16.2851,12.004,9.495,9.8625,8.8433,7.184,29.02,8.9816,10.585,11.96,10.8125,16.53,33.63,31.09,48.15,9.6276,23.097,75.89,35.15,16.07,14.14,10.92,54.57,16.38,7.35,8.51,6.71,9.63,9.89,12.43,15.67,8.42,21.56,11.85,6.21,12.84,7.99,24.29,8.93,15.95,32.1,9.771,28.23
2019-01-16,6.952,4.642,13.93,6.26,8.15,7.73,11.78,12.6,7.767,15.13,27.39,13.14,8.68,6.42,12.65,8.46,2.77,12.9,9.6813,16.268,20.09,9.8,10.51,8.88,12.055,17.14,24.34,10.5582,9.6946,41.02,24.33,10.2127,11.5567,10.3542,15.1295,16.2853,12.0042,9.495,9.8764,8.8469,7.1869,29.0,8.9648,10.5651,11.95,10.832,16.42,33.48,31.0,47.95,9.6062,23.004,75.38,34.93,15.96,14.18,10.95,54.46,16.49,7.34,8.516,6.75,9.64,9.9,12.47,15.77,8.43,21.66,11.904,6.22,12.91,8.0,24.35,8.97,15.9,31.91,9.785,28.4
2019-01-17,6.994,4.645,13.82,6.21,8.1,7.68,11.62,12.6,7.707,15.06,27.26,13.11,8.68,6.42,12.64,8.45,2.78,12.93,9.6883,16.226,20.04,9.72,10.53,8.79,12.015,16.95,24.36,10.5611,9.6973,40.92,24.26,10.2043,11.5577,10.3549,15.1297,16.2855,12.0044,9.513,9.8659,8.8488,7.1884,28.91,8.9454,10.5423,11.96,10.8183,16.45,33.25,31.09,47.61,9.5789,23.059,75.78,35.1,16.09,14.21,10.84,54.28,16.42,7.25,8.553,6.74,9.68,9.95,12.51,15.47,8.48,21.29,11.918,6.23,12.93,8.01,24.56,8.99,16.08,32.05,9.831,28.88
2019-01-18,7.042,4.715,13.63,6.28,8.22,7.76,12.08,12.68,7.792,15.26,27.75,13.06,8.71,6.44,12.8,8.48,2.8,13.03,9.6857,16.366,20.21,9.84,10.59,8.87,12.122,17.08,24.52,10.5738,9.7089,41.05,24.35,10.2231,11.5586,10.3556,15.1299,16.2858,12.0045,9.48,9.8372,8.8192,7.1644,29.15,8.9251,10.5184,11.94,10.7749,16.49,33.48,31.24,47.96,9.5602,23.168,75.98,35.2,15.77,14.23,10.93,54.71,16.71,7.33,8.626,6.69,9.76,10.0,12.52,15.63,8.55,21.51,11.887,6.28,12.89,8.07,24.87,8.96,16.28,32.32,9.863,29.67
2019-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1301,16.286,12.0047,,,8.8198,7.1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-21,7.035,,,6.31,8.25,7.79,12.24,12.74,7.821,15.23,27.87,13.0,8.7,6.49,12.86,8.55,2.82,13.04,,16.453,20.31,9.87,10.61,8.91,12.183,17.24,24.64,10.5774,9.7122,41.26,24.47,10.2255,11.5615,,15.1305,16.2865,12.005,9.525,9.8471,8.807,7.1545,29.27,8.9332,10.5279,11.99,10.7847,16.57,33.73,31.42,48.32,9.566,23.29,76.45,35.42,15.68,,11.06,55.23,16.72,7.42,,,,,,15.77,,21.74,,,,,,,,32.61,9.865,
2019-01-22,6.888,4.652,13.84,6.24,8.15,7.7,11.94,12.69,7.715,15.02,27.49,13.02,8.7,6.46,12.81,8.51,2.81,12.96,9.7056,16.379,20.18,9.73,10.55,8.77,12.111,17.22,24.52,10.596,9.7293,41.33,24.5,10.2354,11.5624,10.3586,15.1307,16.2868,12.0052,9.508,9.8575,8.8182,7.1636,29.12,8.9356,10.5306,11.98,10.778,16.63,33.66,31.42,48.22,9.5547,23.283,74.38,34.66,15.88,14.2,11.03,55.15,16.57,7.42,8.557,6.73,9.7,9.92,12.59,15.76,8.49,21.62,11.932,6.26,12.96,8.05,24.57,9.01,16.02,32.52,9.874,28.82
2019-01-23,7.048,4.65,13.8,6.26,8.15,7.72,11.85,12.72,7.735,15.06,27.5,13.06,8.68,6.46,12.78,8.52,2.81,12.97,9.7049,16.392,20.13,9.76,10.54,8.82,12.122,17.25,24.67,10.5867,9.7208,41.12,24.38,10.2709,11.5634,10.3593,15.1309,16.287,12.0053,9.455,9.8794,8.8447,7.1851,29.16,8.9944,10.6,11.91,10.8124,16.58,33.7,31.26,48.26,9.6188,23.181,73.79,34.4,15.93,14.21,11.07,55.07,16.49,7.43,8.573,6.74,9.72,9.96,12.54,15.78,8.51,21.71,11.917,6.27,12.95,8.06,24.62,9.0,16.01,32.34,9.843,28.95
2019-01-24,7.121,4.654,13.83,6.31,8.2,7.76,12.1,12.76,7.782,15.19,27.64,13.0,8.71,6.53,12.86,8.6,2.82,13.03,9.7033,16.49,20.21,9.86,10.59,8.91,12.198,17.32,24.68,10.5973,9.7305,41.1,24.37,10.2725,11.5643,10.36,15.1311,16.2872,12.0055,9.503,9.8856,8.8347,7.177,29.22,8.9924,10.5976,11.96,10.8092,16.59,33.68,31.49,48.23,9.6189,23.248,74.12,34.55,15.77,14.25,11.12,55.14,16.55,7.44,8.587,6.72,9.73,9.97,12.59,15.75,8.52,21.76,11.963,6.3,12.99,8.09,24.65,9.03,15.95,32.6,9.864,28.86
2019-01-25,,4.686,13.66,6.36,8.25,7.84,12.46,12.84,7.876,15.31,28.05,12.86,8.74,6.57,12.95,8.65,2.82,13.16,9.6851,16.671,20.49,9.85,10.73,8.94,12.356,17.41,25.06,10.5741,9.7092,41.31,24.48,10.2662,11.5653,10.3607,15.1313,16.2875,12.0057,9.423,9.9057,8.8743,7.2091,29.49,9.025,10.6361,11.86,10.8555,16.66,33.77,31.9,48.37,9.6725,23.472,74.97,34.98,15.51,14.28,11.29,55.38,16.66,7.48,8.652,6.8,9.79,9.99,12.62,15.8,8.57,21.89,12.064,6.36,13.08,8.17,24.8,9.09,16.08,33.37,9.921,29.48
2019-01-28,6.962,4.608,13.77,6.35,8.24,7.82,12.34,12.82,7.87,15.29,28.07,12.83,8.68,6.53,12.96,8.61,2.82,13.09,9.6759,16.665,20.5,9.82,10.69,8.9,12.365,17.43,25.14,10.5816,9.7161,41.35,24.5,10.2619,11.5681,10.3628,15.1319,16.2882,12.0062,9.286,9.8974,8.8649,7.2015,29.58,9.0079,10.6159,11.71,10.8421,16.73,33.76,32.06,48.36,9.6652,23.558,75.33,35.15,15.56,14.22,11.36,55.52,16.22,7.5,8.624,6.85,9.75,9.92,12.76,15.84,8.53,21.91,12.199,6.35,13.21,8.16,24.59,9.18,16.02,33.48,9.821,28.99
2019-01-29,7.046,4.659,13.78,6.35,8.26,7.85,12.53,12.88,7.891,15.44,28.31,12.92,8.63,6.53,12.93,8.6,2.83,13.12,9.6832,16.654,20.36,9.76,10.66,8.86,12.349,17.4,25.02,10.582,9.7164,41.23,24.45,10.2374,11.5691,10.3634,15.1321,16.2885,12.0063,9.257,9.9151,8.8738,7.2088,29.46,9.0021,10.6091,11.68,10.8619,16.74,33.59,31.63,48.13,9.6524,23.374,74.46,34.75,15.47,14.24,11.31,55.21,16.57,7.48,8.626,6.89,9.75,9.94,12.83,15.75,8.54,21.76,12.275,6.38,13.3,8.2,24.58,9.24,16.12,33.0,9.772,28.97
2019-01-30,7.199,4.694,13.55,6.34,8.2,7.83,12.46,12.87,7.877,15.41,28.16,12.92,8.65,6.54,12.9,8.62,2.82,13.16,9.6728,16.683,20.42,9.65,10.72,8.79,12.384,17.58,25.03,10.5664,9.7022,41.46,24.59,10.2188,11.5701,10.3642,15.1324,16.2887,12.0065,9.294,9.9422,8.9056,7.2346,29.53,9.0235,10.6343,11.76,10.9085,16.76,33.96,31.58,48.64,9.6864,23.396,74.35,34.72,15.49,14.32,11.41,55.68,16.66,7.57,8.666,6.89,9.79,10.03,12.73,15.92,8.57,22.09,12.251,6.44,13.26,8.28,24.91,9.22,16.22,32.97,9.824,29.87
2019-01-31,,,,,,,,,,,,,,,,,,13.33,9.6622,,,,,,,,,10.5787,9.7134,,,10.3298,11.571,10.3648,15.1326,16.289,12.0067,,9.9454,8.9375,7.2605,,9.1139,10.7408,,10.9006,,,,,9.7948,,,,,14.37,,,,,,,,10.09,12.75,,,,12.27,,13.26,,,9.22,,,,
2019-02-01,,,,,,,,,,,,,,,,,,13.33,9.6643,,,,,,,,,10.6117,9.7437,,,10.4517,11.5719,10.3656,15.1328,16.2892,12.0069,,9.9077,8.9368,7.2599,,9.158,10.7928,,10.8265,,,,,9.8406,,,,,14.33,,,,,,,,10.07,12.8,,,,12.232,,13.22,,,9.19,,,,
2019-02-11,6.892,4.627,13.42,6.49,8.5,8.02,13.5,13.14,8.063,15.87,28.99,12.82,8.51,6.6,13.2,8.7,2.91,13.22,9.6914,16.859,20.55,10.15,10.82,9.14,12.501,17.85,25.05,10.6509,9.7797,41.61,24.67,10.4698,11.5813,10.3731,15.135,16.2917,12.0086,9.444,9.9004,8.9161,7.2431,29.73,9.1333,10.7637,11.96,10.7874,16.7,34.82,32.13,49.81,9.7937,23.551,75.08,35.06,14.9,14.35,11.66,57.05,16.63,7.71,8.562,6.88,9.68,10.06,13.02,16.18,8.47,22.71,12.359,6.53,13.39,8.4,25.26,9.31,16.0,33.49,9.763,30.46
2019-02-12,7.117,4.656,13.24,6.55,8.56,8.11,13.34,13.23,8.148,15.93,29.04,12.71,8.58,6.64,13.18,8.74,2.91,13.26,9.699,16.919,20.89,10.2,10.86,9.23,12.536,17.97,25.39,10.6341,9.7643,41.78,24.78,10.4885,11.5822,10.3738,15.1352,16.2919,12.0088,9.482,9.9327,8.9446,7.2662,30.01,9.194,10.8352,11.99,10.8406,16.77,34.78,32.47,49.77,9.8517,23.774,75.79,35.39,14.97,14.41,11.85,57.18,16.84,7.76,8.65,6.89,9.79,10.16,12.86,16.28,8.57,22.96,12.26,6.5,13.29,8.36,25.58,9.24,16.27,34.07,9.682,31.27
2019-02-13,7.002,4.685,13.22,6.62,8.68,8.21,13.78,13.3,8.251,16.21,29.65,12.7,8.53,6.73,13.34,8.87,2.94,13.26,9.6993,17.101,20.85,10.39,10.88,9.39,12.671,17.88,25.53,10.6432,9.7727,41.58,24.64,10.4474,11.5831,10.3745,15.1354,16.2922,12.0089,9.397,9.9274,8.934,7.2576,30.07,9.1452,10.7777,11.9,10.8257,16.83,34.59,32.44,49.51,9.7994,23.756,75.64,35.31,14.71,14.39,12.0,57.18,17.08,7.79,8.655,6.91,9.79,10.13,12.91,16.15,8.57,22.79,12.292,6.52,13.33,8.39,25.65,9.26,16.32,34.06,9.559,31.37
2019-02-14,7.22,4.687,13.25,6.61,8.66,8.2,13.83,13.31,8.233,16.33,29.58,12.71,8.56,6.73,13.34,8.87,2.94,13.26,9.7006,17.106,20.79,10.38,10.86,9.38,12.674,18.0,25.54,10.6495,9.7784,41.75,24.75,10.4175,11.584,10.3752,15.1356,16.2924,12.0091,9.357,9.9375,8.9362,7.2594,30.08,9.1229,10.7515,11.86,10.8312,16.85,34.85,32.34,49.87,9.7749,23.756,75.38,35.21,14.69,14.42,12.04,57.67,17.21,7.92,8.671,6.9,9.81,10.15,12.94,16.18,8.59,22.89,12.327,6.55,13.36,8.42,25.59,9.29,16.36,33.95,9.514,31.23
2019-02-15,7.226,4.754,13.09,6.53,8.52,8.09,13.2,13.15,8.118,16.03,28.87,12.76,8.5,6.64,13.11,8.75,2.89,13.21,9.7065,16.852,20.67,10.27,10.71,9.3,12.479,18.08,25.49,10.6451,9.7744,41.82,24.78,10.3753,11.5849,10.3759,15.1359,16.2927,12.0093,9.279,9.954,8.9481,7.2691,30.07,9.1048,10.7301,11.75,10.8545,16.78,34.88,32.24,49.92,9.7501,23.703,75.14,35.13,15.03,14.46,11.99,57.46,17.61,7.9,8.706,6.94,9.86,10.22,12.91,16.16,8.63,22.8,12.315,6.54,13.36,8.41,25.89,9.29,16.43,33.69,9.469,32.01
2019-02-18,7.084,,,6.7,8.76,8.31,13.88,13.36,8.342,16.52,29.64,12.64,8.53,6.74,13.31,8.88,2.94,13.3,,17.09,20.85,10.61,10.81,9.61,12.658,18.16,25.59,10.6534,9.768,42.03,24.92,10.3371,11.5876,,15.1365,16.2934,12.0098,9.193,9.9541,8.9402,7.2446,30.25,9.0589,10.729,11.67,10.8484,16.93,35.08,32.52,50.17,9.7064,23.91,75.8,35.42,14.63,,12.04,57.82,17.61,7.96,,,,,,16.29,,23.03,,,,,,,,34.33,9.659,
2019-02-19,7.193,4.76,13.08,6.69,8.7,8.29,13.73,13.33,8.322,16.41,29.6,12.63,8.52,6.73,13.25,8.86,2.92,13.28,9.708,17.089,20.92,10.53,10.8,9.58,12.656,18.2,25.62,10.6438,9.7592,42.11,24.97,10.3484,11.5884,10.3787,15.1367,16.2937,12.01,9.163,9.988,8.9689,7.268,30.45,9.1079,10.7871,11.63,10.8958,16.9,35.22,32.52,50.35,9.7579,23.929,75.68,35.39,14.72,14.49,12.1,58.23,17.7,8.0,8.729,7.05,9.88,10.25,12.91,16.33,8.65,23.07,12.356,6.58,13.4,8.46,25.92,9.3,16.46,34.33,9.669,32.03
2019-02-20,7.104,4.786,13.03,6.72,8.7,8.31,13.95,13.34,8.351,16.57,29.9,12.5,8.57,6.76,13.33,8.91,2.92,13.41,9.7006,17.249,21.17,10.54,10.93,9.61,12.784,18.24,25.89,10.6293,9.7459,42.35,25.11,10.3462,11.5893,10.3795,15.1369,16.2939,12.0102,9.308,10.0069,8.9837,7.28,30.66,9.1356,10.8199,11.77,10.932,17.02,35.46,33.03,50.72,9.7946,24.189,76.83,35.9,14.59,14.49,12.2,58.57,17.81,8.05,8.698,7.06,9.88,10.26,12.7,16.47,8.61,23.24,12.208,6.55,13.23,8.43,25.95,9.18,16.64,35.05,9.709,32.21
2019-02-21,7.061,4.799,13.09,6.71,8.71,8.31,13.85,13.3,8.349,16.64,29.82,12.4,8.56,6.8,13.42,8.96,2.91,13.4,9.7032,17.346,21.27,10.55,10.97,9.61,12.853,18.27,25.98,10.6417,9.7573,42.48,25.18,10.3275,11.5901,10.3802,15.1371,16.2942,12.0103,9.345,10.0088,8.9535,7.2555,30.78,9.1101,10.7897,11.8,10.9221,17.07,35.31,33.21,50.5,9.7654,24.316,77.29,36.1,14.64,14.46,12.18,58.52,17.81,8.02,8.669,6.95,9.84,10.23,12.71,16.43,8.59,23.13,12.206,6.57,13.23,8.45,25.85,9.18,16.65,35.61,9.731,31.91
2019-02-22,7.171,4.816,13.01,6.84,8.89,8.51,14.18,13.39,8.552,16.93,30.29,12.42,8.57,6.88,13.48,9.06,2.92,13.45,9.7013,17.474,21.25,10.81,11.05,9.88,12.951,18.15,26.02,10.6287,9.7454,42.33,25.09,10.3521,11.591,10.3809,15.1373,16.2944,12.0105,9.397,10.0232,8.9764,7.274,30.69,9.1561,10.8442,11.85,10.952,17.09,35.05,33.23,50.16,9.8172,24.319,77.42,36.15,14.46,14.51,12.08,58.03,17.88,7.9,8.7,6.97,9.88,10.29,12.68,16.34,8.61,22.98,12.208,6.59,13.23,8.47,26.0,9.18,16.65,35.53,9.674,32.3
2019-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1375,16.2947,12.0107,,,8.9773,7.2748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-25,7.11,4.731,12.98,7.17,9.34,8.96,15.9,13.64,9.016,18.02,32.29,12.35,8.57,6.96,13.59,9.17,2.97,13.58,9.6937,17.659,21.33,11.3,11.16,10.35,13.101,18.31,26.27,10.6171,9.7347,42.38,25.11,10.3617,11.5934,10.383,15.1379,16.2952,12.011,9.487,10.0383,8.9971,7.2908,30.96,9.1885,10.8825,11.92,10.9828,17.16,35.32,33.56,50.54,9.8612,24.455,77.9,36.41,13.55,14.51,12.16,58.8,17.36,7.97,8.719,6.93,9.89,10.29,12.61,16.45,8.63,23.25,12.181,6.56,13.19,8.44,26.02,9.16,16.63,35.93,9.75,32.48
2019-02-26,7.145,4.736,13.01,7.09,9.23,8.85,15.14,13.57,8.899,17.73,31.65,12.37,8.57,6.91,13.5,9.11,2.96,13.53,9.6911,17.529,21.29,11.15,11.12,10.21,13.009,18.28,26.24,10.6209,9.7382,42.31,25.07,10.4009,11.5942,10.3837,15.1381,16.2954,12.0112,9.433,10.0341,8.9954,7.2894,30.92,9.2161,10.9152,11.85,10.9743,17.17,35.08,33.53,50.23,9.894,24.443,77.97,36.45,13.88,14.52,12.18,58.54,17.45,7.99,8.723,6.93,9.89,10.28,12.59,16.4,8.63,23.09,12.155,6.56,13.16,8.44,26.0,9.13,16.54,35.87,9.781,32.35
2019-02-27,7.15,4.781,12.99,7.05,9.18,8.8,15.31,13.58,8.857,17.68,31.88,12.35,8.57,6.87,13.46,9.06,2.96,13.51,9.6891,17.484,21.27,11.05,11.05,10.12,12.979,18.3,26.09,10.6147,9.7325,42.28,25.05,10.3666,11.595,10.3844,15.1383,16.2956,12.0114,9.397,10.0329,8.9809,7.2777,30.94,9.1899,10.8842,11.82,10.9801,17.22,35.17,33.46,50.34,9.8685,24.44,77.91,36.42,13.81,14.47,12.21,58.82,17.78,8.02,8.701,6.89,9.86,10.26,12.53,16.3,8.6,23.01,12.112,6.53,13.11,8.4,25.98,9.1,16.62,35.94,9.708,32.69
2019-03-04,,4.736,13.0,7.25,9.48,9.08,16.59,13.8,9.117,18.26,32.86,12.41,8.54,6.91,13.54,9.1,3.01,13.44,9.7097,17.561,21.23,11.24,11.09,10.27,13.013,18.4,26.26,10.6316,9.748,42.26,25.04,10.3156,11.5991,10.3879,15.1394,16.2969,12.0122,,10.0287,8.9483,7.2511,31.1,9.1264,10.8089,,10.9619,17.11,35.22,33.33,50.38,9.7826,24.359,77.22,36.12,13.25,14.45,12.25,58.92,17.69,8.03,8.61,6.72,9.78,10.21,12.33,16.37,8.53,23.01,11.873,6.54,12.87,8.42,26.03,8.93,16.61,35.5,9.543,32.6
2019-03-05,,4.756,13.01,7.32,9.57,9.17,16.47,13.86,9.204,18.41,32.79,12.46,8.54,6.94,13.49,9.15,3.02,13.43,9.7156,17.507,21.14,11.53,11.12,10.55,12.966,18.31,26.09,10.6346,9.7507,42.07,24.93,10.3445,11.5999,10.3886,15.1396,16.2971,12.0124,9.653,10.0394,8.9489,7.2517,30.96,9.1593,10.8478,12.05,10.9712,17.07,35.02,33.12,50.09,9.8125,24.256,76.81,35.92,13.29,14.47,12.19,58.68,17.69,7.98,8.609,6.69,9.78,10.19,12.43,16.26,8.53,22.87,11.968,6.56,12.98,8.44,26.02,9.01,16.54,35.22,9.494,32.6
2019-03-06,6.733,4.733,13.1,7.38,9.66,9.24,16.45,13.86,9.27,18.41,32.86,12.4,8.54,6.95,13.55,9.16,3.03,13.45,9.7178,17.547,21.23,11.6,11.12,10.59,12.993,18.35,26.17,10.6495,9.7645,42.29,25.07,10.3017,11.6006,10.3893,15.1398,16.2973,12.0125,9.757,10.0365,8.9401,7.2445,31.09,9.1059,10.7845,12.15,10.9533,17.11,35.23,33.3,50.36,9.7536,24.373,77.23,36.13,13.3,14.45,12.23,59.05,17.64,8.0,8.58,6.71,9.75,10.16,12.33,16.28,8.5,22.92,11.85,6.53,12.86,8.4,25.85,8.92,16.41,35.56,9.469,32.13
2019-03-07,6.695,4.725,13.2,7.31,9.57,9.14,15.75,13.65,9.169,18.11,32.3,12.47,8.54,6.89,13.48,9.08,2.99,13.33,9.7238,17.434,21.02,11.67,11.0,10.64,12.902,18.15,25.94,10.6657,9.7793,42.13,24.97,,11.6014,10.39,15.14,16.2976,12.0127,9.731,10.0332,8.9257,7.2329,30.8,,,12.13,10.9339,17.07,34.75,33.08,49.68,,24.269,77.05,35.99,13.59,14.41,11.9,58.29,17.72,7.85,8.515,6.7,9.68,10.11,12.39,16.05,8.44,22.47,11.881,6.52,12.9,8.39,25.66,8.95,16.21,35.16,,31.64
2019-03-08,6.768,4.713,13.22,7.12,9.3,8.89,14.62,13.46,8.911,17.51,31.07,12.55,8.5,6.74,13.22,8.89,2.94,13.14,9.735,17.124,20.85,11.4,10.83,10.4,12.66,18.14,25.85,10.6745,9.7874,41.92,24.86,10.2015,11.6022,10.3907,15.1402,16.2978,12.0129,9.741,10.0573,8.9531,7.2551,30.67,9.0149,10.6768,12.17,10.952,16.97,34.81,32.8,49.75,9.6405,24.125,76.22,35.61,14.09,14.42,11.88,58.23,17.53,7.86,8.463,6.77,9.63,10.11,12.37,16.06,8.4,22.6,11.872,6.49,12.9,8.35,25.65,8.95,16.16,34.65,9.267,31.58
2019-03-11,7.02,4.72,13.04,7.29,9.53,9.11,14.96,13.62,9.131,17.91,31.34,12.52,8.52,6.79,13.3,8.95,2.98,13.28,9.7392,17.229,20.86,11.88,10.95,10.85,12.733,18.2,25.94,10.677,9.7896,42.07,24.95,10.2437,11.6045,10.3927,15.1409,16.2986,12.0134,9.926,10.0592,8.9756,7.2733,30.75,9.0518,10.7205,12.32,10.9538,16.97,34.9,32.84,49.87,9.6776,24.154,76.22,35.63,13.92,14.51,11.89,58.24,17.71,7.84,8.539,6.74,9.72,10.21,12.44,16.13,8.48,22.68,11.936,6.55,12.97,8.43,26.02,9.01,16.37,34.83,9.293,32.42
2019-03-12,7.076,4.752,13.0,7.39,9.64,9.26,15.13,13.71,9.274,18.02,31.53,12.37,8.58,6.9,13.42,9.1,2.98,13.4,9.7382,17.44,20.92,12.24,11.07,11.22,12.892,18.24,25.98,10.67,9.7693,42.37,25.13,10.2537,11.6053,10.3934,15.1411,16.2988,12.0136,10.045,10.0899,8.9701,7.2498,30.93,9.0941,10.7706,12.45,10.9954,17.13,34.97,33.21,49.95,9.7244,24.384,77.17,36.06,13.84,14.55,11.9,58.61,17.73,7.86,8.541,6.78,9.76,10.22,12.48,16.23,8.48,22.87,12.02,6.59,13.06,8.49,26.1,9.05,16.44,35.71,9.285,32.61
